Id,Type,NivelPicante,es-es,en-us,<END> (leave this in the first row of the last column)
VOA_S_V6,Sexualidad,8,¿En qué sitio te pone más tener relaciones sexuales?,,
VOA_S_V7,Sexualidad,8,Explica tu fantasía sexual más salvaje,,
VOA_S_V8,Sexualidad,8,¿Has besado alguna vez a alguien del mismo sexo?,,
VOA_S_V9,Sexualidad,8,Señala al jugador/a más sexy,,
VOA_S_V10,Sexualidad,8,¿Te gusta el/la novio/a de alguno de tus amigos?,,
VOA_S_V11,Sexualidad,8,¿Qué harías si fueras del sexo opuesto durante un día?,,
VOA_S_V12,Sexualidad,8,"Si tuvieras la oportunidad de tener una cita con un jugador, ¿quién sería?",,
VOA_S_V13,Sexualidad,8,Señala al/la jugador/a que tenga la boca más sexy,,
VOA_S_V14,Sexualidad,8,Señala al/la jugador/a que creas que hace mejor sexo oral,,
VOA_S_V15,Sexualidad,8,Señala al/la jugador/a que creas que folla mejor,,
VOA_S_V16,Sexualidad,8,Señala al jugador que creas que la tiene más larga,,
VOA_S_V17,Sexualidad,8,Señala al/la jugador/a que creas que besa mejor,,
VOA_S_V18,Sexualidad,8,¿Has besado a alguno de tus amigos más cercanos?,,
VOA_S_V19,Sexualidad,8,Señala al/la jugador/a con quien tendrías relaciones sexuales esta noche,,
VOA_S_V20,Sexualidad,8,¿Has tenido sexo en la calle?,,
VOA_S_V21,Sexualidad,8,¿Cuál es tu posición sexual favorita?,,
VOA_S_V22,Sexualidad,8,¿Has quedado con alguien que has conocido en Internet?,,
VOA_S_V23,Sexualidad,8,Explica tu experiencia sexual más salvaje,,
VOA_S_V24,Sexualidad,8,¿Cuándo fue la última vez que te masturbaste?,,
VOA_S_V25,Sexualidad,8,Explica en qué piensas cuando te masturbas,,
VOA_S_V26,Sexualidad,8,#P# ¿Tendrías relaciones sexuales con #P#?,,
VOA_S_V27,Sexualidad,8,"Si pudieras tener sexo con un/a famoso/a, ¿quién sería?",,
VOA_S_V28,Sexualidad,8,¿Dejarías a tu pareja si te ofrecieran un millón de euros?,,
VOA_S_V29,Sexualidad,8,#P# ¿Harías un trío con #P# i #P#?,,
VOA_S_V30,Sexualidad,8,#P# ¿Cuánto dinero pagarías por dormir con #P#?,,
VOA_S_V31,Sexualidad,8,"Señala al jugador que creas que tiene el pene más largo y al jugador con el pene más corto, pero no digas quién es quién",,
VOA_S_V32,Sexualidad,8,¿Cuál sería el precio por pasar una noche contigo?,,
VOA_S_V33,Sexualidad,8,¿Has tenido fantasías sexuales con alguno de los presentes?,,
VOA_S_V34,Sexualidad,8,¿Te gusta tener relaciones sexuales en público?,,
VOA_S_V35,Sexualidad,8,¿Te has medido el pene alguna vez?,,
VOA_S_V36,Sexualidad,8,"Elige al jugador que creas que bebe menos, ese jugador bebe 5 tragos",,
VOA_S_V37,Sexualidad,8,¿Qué piensasa sobre los tríos?,,
VOA_S_V38,Sexualidad,8,¿Has tenido relaciones sexuales en la cama de tus padres?,,
VOA_S_V39,Sexualidad,8,¿Has tenido sexo más de dos veces los últimos 7 días? Si es así reparte 1 trago por cada vez. Sino bebe 5 tragos,,
VOA_S_V40,Sexualidad,8,#P# ¿Cuantos cubatas necesitas para acostarte con #P#?,,
VOA_S_V41,Sexualidad,8,"Qué prefieres, que te meen o que te vomiten encima.",,
VOA_S_V42,Sexualidad,8,¿Quién crees que es más probable que vomite esta noche?,,
VOA_S_V43,Sexualidad,8,¿Quién crees que es más probable que folle esta noche?,,
VOA_S_V44,Sexualidad,8,¿Hay alguien aquí presente con el que tendrías relaciones sexuales?,,
VOA_S_V45,Sexualidad,8,¿Has tenido relaciones sexuales con alguno de los presentes?,,
VOA_S_V46,Sexualidad,8,Señala al jugador que creas que tiene mejor cuerpo,,
VOA_S_V47,Sexualidad,8,"#P# De 0 a 10, ¿Qué nota le pondrías a #P# en general?",,
VOA_S_V48,Sexualidad,8,"Di que jugador/a te follarías, con cual te casarías y a quien matarías",,
VOA_S_V49,Sexualidad,8,Di 3 cosas malas sobre la pareja de alguien aquí presente,,
VOA_S_V50,Sexualidad,8,"Qué preferirias, trabajar para el jugador de tu derecha o el de tu izquierda",,
VOA_S_V51,Sexualidad,8,Di qué jugador te gustaría que se callase durante un rato,,
VOA_S_V52,Vergüenza,1,¿Has copiado alguna vez en un examen?,,
VOA_S_V53,Vergüenza,1,¿Te has meado en una piscina?,,
VOA_S_V54,Vergüenza,1,Di una cualidad que te haga único/a,,
VOA_S_V55,Vergüenza,1,¿Con cuantas personas te has liado en toda tu vida?,,
VOA_S_V56,Vergüenza,1,#P# ¿A qué animal crees que se parece más #P#?,,
VOA_S_V57,Vergüenza,1,¿Con qué celebrity tendrias una cita?,,
VOA_S_V58,Vergüenza,1,#P# Enumera las 5 partes del cuerpo que te gustan más de #P#,,
VOA_S_V59,Vergüenza,1,Explica el momento más embarazoso de tu vida,,
VOA_S_V60,Vergüenza,1,#P# Explica un momento embarazoso de #P#,,
VOA_S_V61,Vergüenza,1,¿Qué es lo primero que harías si fueses invisible?,,
VOA_S_V62,Vergüenza,1,¿Qué es lo que la mayoría de tus amigos/as piensan de ti y es totalmente falso?,,
VOA_S_V63,Vergüenza,1,Explica tu miedo más oscuro,,
VOA_S_V64,Vergüenza,1,Explica la cosa más embarazosa que tus padres te han pillado haciendo,,
VOA_S_V65,Vergüenza,1,"Si quedaras aislado en una isla durante 3 días, ¿qué jugador/a te llevarías contigo?",,
VOA_S_V66,Vergüenza,1,Explica lo primero que harías si ganaras la lotería,,
VOA_S_V67,Vergüenza,1,Explica la apuesta más estúpida que hayas hecho,,
VOA_S_V68,Vergüenza,1,¿Qué es lo más desagradable que has hecho en un lugar público?,,
VOA_S_V69,Vergüenza,1,Señala al/la jugador/a más inteligente,,
VOA_S_V70,Vergüenza,1,¿Has hecho algo de lo que te arrepientes estando borracho/a?,,
VOA_S_V71,Vergüenza,1,¿Qué 3 cosas salvarías de tu casa si hubiese un incendio?,,
VOA_S_V72,Vergüenza,1,Explica la experiencia más embarazosa de tu vida,,
VOA_S_V73,Vergüenza,1,¿Llevarías la cara de un amigo tatuada en el pecho durante un año por 50'000€?,,
VOA_S_A1,Sexualidad,8,El grupo elige qué prenda de ropa te tienes que quitar,,
VOA_S_A2,Sexualidad,8,#P# Quita una prenda de ropa a #P# con la boca,,
VOA_S_A3,Sexualidad,8,El grupo decide con quien te besarás,,
VOA_S_A4,Sexualidad,8,#P# Toma un chupito del ombligo de #P#,,
VOA_S_A5,Sexualidad,8,#P# Dale un beso en el cuello a #P#,,
VOA_S_A6,Sexualidad,8,Acábate la copa,,
VOA_S_A7,Sexualidad,8,#P# El grupo decide donde le darás un beso a #P#,,
VOA_S_A8,Sexualidad,8,Dale un beso a todas las chicas del grupo en la mejilla,,
VOA_S_A9,Sexualidad,8,Dale un beso a todos los chicos del grupo en la mejilla,,
VOA_S_A10,Sexualidad,8,#P# Lame la mejilla de #P#,,
VOA_S_A11,Sexualidad,8,#P# Dale un beso en el culo a #P#,,
VOA_S_A12,Sexualidad,8,#P# Deja que #P# te baile encima durante 10 segundos,,
VOA_S_A13,Sexualidad,8,Elije a dos personas para que se den un beso,,
VOA_S_A14,Sexualidad,8,Elije a dos personas para que se azoten el culo el uno al otro,,
VOA_S_A15,Sexualidad,8,Bebe 1 trago por cada persona presente con la que tendrias relaciones sexuales,,
VOA_S_A16,Sexualidad,8,#P# Deja que #P# te quite la camiseta con los piés,,
VOA_S_A17,Sexualidad,8,¡Te salvas! Además puedes poner una norma que durará 2 rondas,,
VOA_S_A18,Sexualidad,8,Bebe un trago y dale un mordisco en la oreja a la persona que más te atraiga,,
VOA_S_A19,Sexualidad,8,#P# ¡Es tu día de suerte! Date un beso con #P# y #P# a la vez,,
VOA_S_A20,Sexualidad,8,"¡Hoy es tu día! Si eres un chico todas las chicas te dan un pico, si eres una chica los chicos te dan un pico",,
VOA_S_A21,Sexualidad,8,#P# Muérdele la nalga izquierda a #P#,,
VOA_S_A22,Vergüenza,1,Haz 15 flexiones,,
VOA_S_A23,Vergüenza,1,Actúa imitando una escena de una película famosa. Los otros jugadores deben adivinar la película,,
VOA_S_A24,Vergüenza,1,No puedes mirar el móvil durante 1 hora,,
VOA_S_A25,Vergüenza,1,"Imita a alguien del grupo, el que lo adivine se libra de la siguiente prueba",,
VOA_S_A26,Vergüenza,1,#P# Deja que #P# te tire agua fría en la cara,,
VOA_S_A27,Vergüenza,1,#P# Deja que #P# te haga cosquillas durante 10 segundos,,
VOA_S_A28,Vergüenza,1,"Posa como una estatua, el último en imitarte bebe 3 tragos",,
VOA_S_A29,Vergüenza,1,"Ponte el dedo en la nariz, el último en hacerlo te dará un beso",,
RS_1,Alcohol,1,Los chicos beben 3 trago,,
RS_2,Alcohol,1,Las chicas beben 2 trago,,
RS_3,Alcohol,1,La persona que esté leyendo escoge a alguien. La persona elegida reparte 5 tragos,,
RS_4,Alcohol,1,La persona que esté leyendo reparte 5 tragos,,
RS_5,Alcohol,1,La persona más bajita reparte 2 tragos,,
RS_6,Alcohol,1,La persona más alta hace 10 abdominales,,
RS_7,Alcohol,1,No se puede señalar a nadie durante 2 rondas. Bebe 1 trago cada vez que señales,,
RS_8,Alcohol,1,El borracho del grupo reparte 5 tragos,,
RS_9,Alcohol,1,CASCADA!                    La persona que está leyendo empieza. Cada persona no puede parar de beber hasta que el de su izquierda deje de beber,,
RS_10,Alcohol,1,El primero en parpadear bebe 2 tragos,,
RS_11,Alcohol,1,Cada jugador bebe 2 tragos por cada hermano/a que tenga,,
RS_12,Alcohol,1,El último en levantar la mano bebe 3 tragos,,
RS_13,Alcohol,1,Los que tengan menos de un 50% de bateria en el mobil o no lo tengan aquí beben 3 tragos,,
RS_14,Alcohol,1,La primera persona que se toque la nariz reparte 3 tragos,,
RS_15,Alcohol,1,La persona más tardona del grupo bebe 2 tragos,,
RS_16,Alcohol,1,El último que se haya rellenado el vaso bebe 2 tragos,,
RS_17,Alcohol,1,El gracioso del grupo bebe 3 tragos,,
RS_18,Alcohol,1,El último en ponerse de pie bebe 3 tragos,,
RS_19,Alcohol,1,Los que tengan algún tatuaje beben 4 tragos,,
RS_20,Alcohol,1,Los solteros beben 3 tragos,,
RS_21,Alcohol,1,Los que tengan carnet de conducir reparten 2 tragos,,
RS_22,Alcohol,1,La primera persona que se tire al suelo imitando un pez reparte 8 tragos,,
RS_23,Alcohol,1,Los que sigan la serie 'Juego de Tronos' beben 2 tragos,,
RS_24,Alcohol,1,El que tenga el vaso más lleno bebe 3 tragos,,
RS_25,Alcohol,1,Los que no lleven ropa interior reparten 2 tragos,,
RS_26,Alcohol,1,Los mayores de 20 beben 2 tragos,,
RS_27,Alcohol,1,La persona que más ha bebido reparte 4 tragos,,
RS_28,Alcohol,1,La primera persona que le de un beso en la mejilla al de su izquierda reparte 4 tragos,,
RS_29,Alcohol,1,"Los que estén apuntados al gym hacen un concurso de flexiones, el ganador se salva, los perdedores beben 5 tragos",,
RS_30,Alcohol,1,Los jugadores que tengan el vaso en la mano beben 2 tragos,,
RS_31,Alcohol,1,Los jugadores que tengan un iPhone beben 2 tragos,,
RS_32,Alcohol,1,Los jugadores que tengan barba reparten 1 trago,,
RS_33,Alcohol,1,Los jugadores que no se toquen la nariz con la lengua beben 1 trago,,
RS_34,Alcohol,1,Los que lleven polo o camisa reparten 1 trago,,
RS_35,Alcohol,1,Los menores de 20 beben 1 trago,,
RS_36,Alcohol,1,El más vago del grupo bebe 2 tragos,,
RS_37,Alcohol,1,Los que tengan un nombre que empiece por vocal beben 2 tragos,,
RS_38,Alcohol,1,"El que esté leyendo le da un comodín a alguien, la persona elegida se libra de los siguientes 5 tragos",,
RS_39,Alcohol,1,"Si hay más mujeres los hombres beben 3 tragos, si hay más hombres las mujeres beben 3 tragos",,
RS_40,Alcohol,1,"Dos voluntarios jugarán 5 partidas a piedra, papel y tijera, el perdedor en cada partida beberá un trago",,
RS_41,Alcohol,1,La primera persona que se tire un eructo reparte 3 tragos,,
RS_42,Alcohol,1,La última persona en haber tenido relaciones sexuales reparte 5 tragos,,
RS_43,Alcohol,1,La última persona en levantar los pies del suelo bebe 3 tragos,,
RS_44,Alcohol,1,La última persona en haber vomitado por culpa del alcohol bebe 2 tragos! Campeón/a!,,
RS_45,Alcohol,1,Bebe el último que llegó a la fiesta,,
RS_46,Alcohol,1,El siguiente jugador en beber tendrá que duplicar sus tragos,,
RS_47,Alcohol,1,El siguiente jugador en beber podrá repartir la misma cantidad de tragos que tenga que beber,,
RS_48,Alcohol,1,"Todos ponen su teléfono a la vista, el primero en tocarlo bebe 10 tragos",,
RS_49,Vergüenza,1,Cada jugador que publique una historia en Instagram con #drinkextreme y nos etiquete con @duckteamstudio podrá repartir 10 tragos,,
PF_S1,Alcohol,1,A la de 3 todos señalan al jugador/a más tonto/a. El jugador más señalado reparte 4 tragos y llora en una esquina,,
PF_S2,Alcohol,1,A la de 3 todos señalan al jugador/a más guapo/a. El jugador más señalado bebe 3 tragos,,
PF_S3,Alcohol,1,"A la de 3 todos señalan al jugador/a más tardón/a. El jugador más señalado bebe 3 tragos, y cuando haya acabado 1 trago más que llega tarde",,
PF_S4,Alcohol,1,A la de 3 todos señalan al jugador/a que liga más. El jugador más señalado bebe 2 tragos,,
PF_S5,Alcohol,1,A la de 3 todos señalan al jugador/a que tiene más cara de pervertido/a. El jugador más señalado reparte 4 tragos,,
PF_S6,Alcohol,1,A la de 3 todos señalan a los dos jugadores que tienen más posibilidades de tener relaciones sexuales esta noche (no vale parejas). Los dos jugadores más señalados se dan un pico,,
PF_S7,Alcohol,1,A la de 3 todos señalan al jugador/a que tiene mejor culo. El jugador más señalado enseña su culo a los demás jugadores,,
PF_S8,Alcohol,1,A la de 3 todos señalan al jugador/a que vista peor. El jugador más señalado bebe 2 tragos y aprende a vestirse,,
PF_S9,Alcohol,1,"A la de 3 todos señalan al jugador/a que crean que es el borracho del grupo. El jugador más señalado se libra de los siguientes 3 tragos, por su bien",,
PF_S10,Alcohol,1,A la de 3 todos señalan al jugador/a más tacaño. El jugador más señalado bebe 3 tragos,,
PF_S11,Alcohol,1,"A la de 3 todos señalan al jugador/a que hace mejor sexo oral. El jugador más señalado sonríe y asiente, y bebe 2 tragos",,
PF_S12,Alcohol,1,A la de 3 todos señalan al jugador/a que hace mejor el amor. El jugador más señalado bebe 4 tragos,,
PF_S13,Alcohol,1,A la de 3 todos señalan al jugador/a que llegará más lejos en la vida. El jugador más señalado bebe 3 tragos para celebrarlo,,
PF_S14,Alcohol,1,A la de 3 todos señalan al jugador/a más imprudente. El jugador más señalado bebe 2 tragos,,
PF_S15,Alcohol,1,A la de 3 todos señalan al jugador/a que le hace más la pelota a los profesores. El jugador más señalado bebe 2 tragos,,
PF_S16,Alcohol,1,A la de 3 todos señalan al jugador/a con el que no han tenido relaciones sexuales pero querrían tenerlas. El jugador más señalado bebe 3 tragos y se prepara para una gran noche,,
PF_S17,Alcohol,1,A la de 3 todos señalan al jugador/a que lleva la ropa interior más sexy. El jugador más señalado sonríe y bebe 1 trago,,
PF_S18,Alcohol,1,A la de 3 todos señalan al jugador/a que tiene la fantasía sexual más extraña. El jugador más señalado bebe 2 tragos,,
PF_S19,Alcohol,1,A la de 3 todos señalan al jugador/a que moriría primero en un apocalipsis zombie. El jugador más señalado bebe 1 trago y llora en una esquina,,
PF_S20,Alcohol,1,A la de 3 todos señalan al jugador/a que dura menos en la cama. El jugador más señalado bebe 1 trago de sus propias lágrimas y 1 trago de su vaso,,
PF_S21,Alcohol,1,A la de 3 todos señalan al jugador/a que le va más el BDSM. El jugador más señalado bebe 3 tragos y sonríe por dentro,,
PF_S22,Alcohol,1,A la de 3 todos señalan al jugador/a que mira más porno. El jugador más señalado bebe 4 tragos,,
PF_S23,Alcohol,1,A la de 3 todos señalan al jugador/a más romántico/a. El jugador más señalado bebe 3 tragos,,
PF_S24,Alcohol,1,A la de 3 todos señalan al jugador/a que tiene más relaciones sexuales. El jugador más señalado bebe 2 tragos,,
PF_S25,Alcohol,1,A la de 3 todos señalan al jugador/a que necesita más urgentemente un polvo. El jugador más señalado bebe 5 tragos,,
PF_S26,Alcohol,1,A la de 3 todos señalan al jugador/a que se masturba más a menudo. El jugador más señalado bebe 1 trago por cada vez que se haya masturbado esta semana,,
PF_S27,Alcohol,1,A la de 3 todos señalan al jugador/a que le gusta más el cibersexo. El jugador más señalado bebe 2 tragos,,
PF_S28,Alcohol,1,Quién es más probable que mate al de su derecha por 1'000'000€. El jugador más votado bebe 3 tragos y empieza a pensar en como hacerlo,,
PF_S29,Alcohol,1,Quién es más probable que se termine antes el vaso. El jugador más votado no bebe ni un trago,,
PF_S30,Alcohol,1,Quién es más probable que haya tenido relaciones sexuales con más personas en toda su vida. El jugador más votado bebe 4 tragos y sonríe,,
PF_S31,Alcohol,1,Quién es más probable que le sea infiel a su pareja. El jugador más votado bebe 2 tragos y llora un poco,,
PF_S32,Alcohol,1,Quién es más probable que hoy duerma acompañado. El jugador más votado bebe 3 tragos,,
PF_S33,Alcohol,1,"Quién es más probable que hoy vomite. El jugador más votado bebe 1 trago de agua, por su bien",,
PF_S34,Alcohol,1,Quién es más probable que llegue soltero a los 30 años. El jugador más votado bebe 1 trago,,
PF_S35,Alcohol,1,Quién es más probable que pierda el móvil. El jugador más votado bebe 2 tragos,,
PF_S36,Alcohol,1,Quién es más probable que sea detenido. El jugador más votado bebe 3 tragos,,
PF_S37,Alcohol,1,Quién es más probable que se case antes. El jugador más votado bebe 2 tragos,,
PF_S38,Alcohol,1,Quién es más probable que mate a alguien accidentalmente. El jugador más votado bebe 3 tragos,,
PF_S39,Alcohol,1,Quién es más probable que se lie con el jugador/a que está leyendo. El jugador más votado bebe 4 tragos,,
PF_S40,Alcohol,1,Quién es más probable que se haga una cirugía estética. El jugador más votado bebe 3 tragos,,
PF_S41,Alcohol,1,Quién es más probable que se case por dinero. El jugador más votado bebe 3 tragos,,
PF_S42,Alcohol,1,Quién es más probable que mate a su jefe para conseguir un ascenso. El jugador más votado bebe 1 tragos,,
PF_S43,Alcohol,1,Quién es más probable que haga un trío. El jugador más votado bebe 4 tragos,,
PF_S44,Alcohol,1,Quién es más probable que participe en una orgía. El jugador más votado bebe 3 tragos,,
PF_S45,Alcohol,1,Quién es más probable que tome Viagra primero. El jugador más votado bebe 2 tragos,,
PF_S46,Alcohol,1,Quién es más probable que se lie con un profesor/a. El jugador más votado bebe 2 tragos,,
PF_S47,Alcohol,1,Quién es más probable que le echen de una discoteca. El jugador más votado bebe 3 tragos,,
PF_S48,Alcohol,1,Quién es más probable que le guste la zoofilia. El jugador más votado bebe 4 tragos,,
PF_S49,Alcohol,1,Quién es más probable que le gusten los maduritos/as. El jugador más votado bebe 3 tragos,,
PF_S50,Alcohol,1,Quién es más probable que tenga sexo en público. El jugador más votado bebe 2 tragos,,
PF_S51,Alcohol,1,"Qué preferirías, tener relaciones sexuales con tu primo/a pero que nadie lo sepa nunca, o no tener relaciones sexuales con tu primo/a pero todos piensan que las has tenido. La minoría bebe 2 tragos",,
PF_S52,Alcohol,1,"Qué preferirías, 100% de probabilidades de ganar 1 Millón de Euros o 50% de ganar 10 Millones. La minoría bebe 2 tragos",,
PF_S53,Alcohol,1,"Qué preferirías, que tus relaciones sexuales duren siempre 10 minutos o 10 horas. La minoría bebe 2 tragos",,
PF_S54,Alcohol,1,"Qué preferirías, pagar por sexo o que te paguen por sexo. La minoría bebe 3 tragos",,
PF_S55,Alcohol,1,"Qué preferirías, descubrir que la última persona con la que tuviste relaciones sexuales es un familiar o un asesino en serie. La minoría bebe 3 tragos",,
PF_S56,Alcohol,1,"Qué preferirías, ser virgen hasta los 40 o no poder tener relaciones sexuales a partir de los 40. La minoría bebe 2 tragos",,
PF_S57,Alcohol,1,"Qué preferirías, tener relaciones sexuales con el padre de tu mejor amigo o con el mejor amigo de tu padre. La minoría bebe 2 tragos",,
PF_S58,Alcohol,1,"Qué preferirías, cagar una piña o cagar una sandía. La minoría bebe 1 trago y reflexiona sobre lo que acaba de pasar",,
PF_S59,Alcohol,1,"Qué preferirías, liarte con el jugador de tu derecha o con el de tu izquierda. El grupo entero bebe 2 tragos",,
PF_S60,Alcohol,1,"Qué preferirías, tener relaciones con una persona experta en la cama pero fea, o con una persona muy atractiva pero virgen. La minoría bebe 3 tragos",,
PF_S61,Alcohol,1,"Qué preferirías, tener un pene muy largo pero muy delgado, o corto pero gordo. La minoría bebe 3 tragos",,
